Gender,State,Sector,CreditID,CusID,FullNames,CompanyName,BirthDate,Address,TelNo,EmailAddr,AmountGranted,EffectiveDate,Tenor,TenorType,Rate,ScheduleType,InterestRepayFreq,PrincipalRepayFreq,NatureOfBusiness,FirstTimeAccessToCredit,StartUp,MSMEAnnualTurnover,NumberOfEmployees,Age,age_group_id,ES_Rating,green_energy/energy_efficiency,TenorInDays,MaturityDate,InterestRepayStartDate,PrincipalRepayStartDate,DateAdded
Male,Kaduna,Health,CAM-100344,CUS-1344,Joshua Mathis,"Gray, Mclaughlin and Ruiz",1990-09-05,"PSC 1306, Box 3802
APO AA 19548",(493)054-3214,williamskelly@yahoo.com,8052975,2023-12-19,25,Monthly,22.55,Reducing Balance,Quarterly,Quarterly,Wholesale,True,False,40199721,17,29,Adult,B,True,750,2026-01-07,2024-01-18,2024-02-17,2024-01-01
Male,Kaduna,Trade and Commerce,CAM-100345,CUS-1345,James Flores,Ross PLC,1990-06-13,"1755 Martin Wells Apt. 666
North Denise, IL 66576",117-947-2956,jtaylor@hotmail.com,8623236,2023-06-13,15,Monthly,5.83,Reducing Balance,Quarterly,Quarterly,Wholesale,False,False,12531792,51,9,Youth,C,True,450,2024-09-05,2023-07-13,2023-08-12,2024-01-01
Male,Oyo,Health,CAM-100346,CUS-1346,Gary Boyer,Dunn-Kim,1971-11-07,"962 Nicholas Overpass Suite 501
Graychester, MD 82295",001-334-597-5123x0895,christopherhall@hotmail.com,8261850,2023-03-14,29,Yearly,12.95,Flat Rate,Monthly,Quarterly,Consulting,True,True,78002382,38,4,Adult,A,True,870,2025-07-31,2023-04-13,2023-05-13,2024-01-01
Female,Kaduna,Trade and Commerce,CAM-100347,CUS-1347,Mary Morales,Hampton Ltd,1972-12-09,"8238 Micheal Lane Suite 800
Edwardburgh, TX 62484",896.248.3789,dorothythompson@hotmail.com,3840216,2023-05-16,59,Monthly,20.25,Reducing Balance,Quarterly,Quarterly,Consulting,False,False,97716246,24,19,Youth,C,False,1770,2028-03-20,2023-06-15,2023-07-15,2024-01-01
Female,Enugu,Manufacturing,CAM-100348,CUS-1348,Joe Miller,Jones-Roberson,1989-08-10,"035 Allison Circles Apt. 586
Kellybury, NE 76113",(646)138-2313x84647,pgarcia@sanchez-green.com,4333284,2023-12-19,40,Monthly,14.1,Reducing Balance,Quarterly,Quarterly,Consulting,True,False,67875125,51,24,Adult,C,False,1200,2027-04-02,2024-01-18,2024-02-17,2024-01-01
Male,Kano,ICT,CAM-100349,CUS-1349,Mrs. Amanda Lopez,Turner Inc,1979-02-08,"47849 Morgan Spurs
Martinfort, KS 08792",(194)404-5404x684,eevans@little-wade.com,2347865,2023-03-11,31,Monthly,10.35,Flat Rate,Monthly,Quarterly,Services,False,True,44566130,10,14,Youth,B,False,930,2025-09-26,2023-04-10,2023-05-10,2024-01-01
Female,Rivers,Trade and Commerce,CAM-100350,CUS-1350,Kelly Wu,"Acosta, Pierce and Brooks",1996-11-23,"8106 Sullivan Course Suite 539
North Jamesfurt, GA 68725",783-035-0442x7845,morganhunt@scott.com,8086725,2023-07-15,42,Monthly,9.4,Flat Rate,Monthly,Monthly,Wholesale,True,True,4029341,72,5,Youth,C,True,1260,2026-12-26,2023-08-14,2023-09-13,2024-01-01
Male,Kaduna,Health,CAM-100351,CUS-1351,Lisa Meyer,"Johnson, Shea and Zavala",1997-07-08,"59731 Wesley Square
Grantport, DE 29185",001-767-143-3763x2775,nlang@barber.net,9808092,2023-09-26,43,Monthly,7.63,Reducing Balance,Monthly,Monthly,Production,True,True,17962977,21,18,Adult,A,False,1290,2027-04-08,2023-10-26,2023-11-25,2024-01-01
Male,Oyo,Manufacturing,CAM-100352,CUS-1352,Nathan Ward,"Anderson, Watkins and Nash",1997-12-08,"58985 Martin Lane Suite 389
Lake Theresa, MI 19428",+1-977-811-4773x788,ehansen@davis-hudson.com,5397954,2023-02-18,26,Monthly,22.14,Reducing Balance,Quarterly,Quarterly,Consulting,True,True,29692739,70,10,Adult,A,False,780,2025-04-08,2023-03-20,2023-04-19,2024-01-01
Female,Enugu,Trade and Commerce,CAM-100353,CUS-1353,Felicia Smith,Lloyd-Buck,1982-07-18,"USCGC Wright
FPO AP 85721",(235)933-9073,darren98@hotmail.com,4517136,2023-11-12,59,Yearly,16.51,Flat Rate,Quarterly,Monthly,Consulting,True,True,88288194,85,25,Adult,C,False,1770,2028-09-16,2023-12-12,2024-01-11,2024-01-01
Female,Kano,Agriculture,CAM-100354,CUS-1354,Emily Morales,"Christensen, Rodriguez and Osborne",1988-08-25,"93329 Laura Orchard
South Jeremy, ME 33535",+1-536-591-7757x69865,patricia02@norris.com,844855,2023-05-10,45,Monthly,6.53,Reducing Balance,Monthly,Monthly,Wholesale,True,False,64200055,57,19,Adult,C,True,1350,2027-01-19,2023-06-09,2023-07-09,2024-01-01
Male,Abuja,ICT,CAM-100355,CUS-1355,Allison Fisher,Owens-Lawrence,1987-05-16,"0617 Nancy Spur
Lake Richard, MN 04319",074-824-8744x855,wernerdavid@wilson.com,6250283,2023-01-05,44,Quarterly,12.65,Reducing Balance,Monthly,Quarterly,Consulting,False,True,37324049,39,12,Adult,A,True,1320,2026-08-17,2023-02-04,2023-03-06,2024-01-01
Female,Abuja,Trade and Commerce,CAM-100356,CUS-1356,Alex Brooks,Wood Ltd,1996-10-21,"1058 Mccullough Mountains
Brookeberg, DE 18961",001-183-803-0870,harold89@pratt-zimmerman.com,1574961,2023-01-27,26,Monthly,12.35,Flat Rate,Quarterly,Monthly,Services,True,False,79936233,88,18,Adult,B,False,780,2025-03-17,2023-02-26,2023-03-28,2024-01-01
Female,Kano,Manufacturing,CAM-100357,CUS-1357,Adam Humphrey,Miller and Sons,1973-11-01,"9468 Ann Terrace Suite 199
Lake Joseside, OH 32786",(293)171-5312x0736,melissalee@zhang.com,5125678,2023-06-09,15,Monthly,8.63,Flat Rate,Monthly,Quarterly,Services,False,False,21625255,33,17,Youth,A,False,450,2024-09-01,2023-07-09,2023-08-08,2024-01-01
Male,Enugu,Agriculture,CAM-100358,CUS-1358,Larry Mann,Gamble PLC,2002-06-26,"1045 Copeland Rapids
West Thomaston, NC 07293",+1-996-766-7081,carl04@yahoo.com,2877935,2023-05-29,43,Yearly,13.71,Reducing Balance,Quarterly,Quarterly,Consulting,False,True,7369337,59,24,Adult,A,False,1290,2026-12-09,2023-06-28,2023-07-28,2024-01-01
Male,Oyo,Manufacturing,CAM-100359,CUS-1359,Thomas Sharp,Rodriguez Ltd,1986-02-20,"34351 Nguyen Branch Apt. 539
Tylerbury, TX 95085",001-576-364-2071x936,jennifer95@hotmail.com,1634106,2023-09-21,51,Yearly,11.64,Reducing Balance,Monthly,Quarterly,Wholesale,False,False,32687424,18,11,Youth,C,True,1530,2027-11-29,2023-10-21,2023-11-20,2024-01-01
Female,Kano,Manufacturing,CAM-100360,CUS-1360,Rodney Hall,Hubbard-Blevins,1979-07-15,"2513 Carter Points
Darleneview, CT 74696",001-729-454-4943x7472,tayloranderson@yang.org,8796877,2023-08-18,9,Quarterly,11.84,Reducing Balance,Monthly,Quarterly,Wholesale,True,False,51402947,56,3,Youth,C,True,270,2024-05-14,2023-09-17,2023-10-17,2024-01-01
Male,Rivers,Agriculture,CAM-100361,CUS-1361,John Pearson,Owens Group,1987-11-10,"4540 Sharon Knolls Suite 968
New Marymouth, MD 96597",(914)433-9626,qhiggins@gmail.com,2974968,2023-07-19,50,Quarterly,19.78,Flat Rate,Quarterly,Quarterly,Wholesale,True,True,61187251,92,23,Adult,A,True,1500,2027-08-27,2023-08-18,2023-09-17,2024-01-01
Male,Rivers,Manufacturing,CAM-100362,CUS-1362,Adam Cline,King-White,1990-01-04,"5341 Duncan Summit Apt. 468
Vasquezside, KS 60140",+1-026-166-6800,hansengregory@williams-buck.com,6666160,2023-02-19,25,Yearly,9.47,Reducing Balance,Monthly,Monthly,Retail,True,False,84344817,57,17,Youth,B,False,750,2025-03-10,2023-03-21,2023-04-20,2024-01-01
Female,Abuja,Agriculture,CAM-100363,CUS-1363,Jesus Vaughn,Powell-Lynch,1991-04-30,"07331 Natalie Harbor Apt. 324
Ramirezview, VA 62240",1013002820,thompsonjoseph@yahoo.com,6172540,2023-03-08,22,Yearly,17.84,Reducing Balance,Monthly,Quarterly,Consulting,False,False,17534442,96,1,Youth,A,True,660,2024-12-27,2023-04-07,2023-05-07,2024-01-01
Male,Kaduna,Trade and Commerce,CAM-100364,CUS-1364,Taylor Ramirez,"Jackson, Brown and Wagner",1994-07-03,"12802 Daniel Pass Apt. 149
Johnsonside, TN 72714",(743)712-1377x768,jacquelinebruce@villa-gonzalez.info,6144807,2023-10-27,12,Monthly,16.41,Flat Rate,Monthly,Monthly,Wholesale,True,False,75336604,76,15,Adult,A,False,360,2024-10-21,2023-11-26,2023-12-26,2024-01-01
Male,Oyo,Agriculture,CAM-100365,CUS-1365,Randy Owens,"Huff, Smith and Green",1999-07-26,"0278 Everett Mills
Mariatown, NM 49369",892.773.4158,bianca48@wilson.biz,6472558,2023-02-27,9,Yearly,16.36,Flat Rate,Quarterly,Quarterly,Services,True,True,83054612,48,28,Adult,B,False,270,2023-11-24,2023-03-29,2023-04-28,2024-01-01
Female,Abuja,Agriculture,CAM-100366,CUS-1366,Thomas Smith,"Richards, Bailey and Sanford",1994-04-09,"323 Leblanc Gateway Apt. 599
Port Courtney, MO 58775",400.105.8546x9462,davidbishop@lee-robles.com,2942266,2023-09-16,34,Quarterly,18.26,Reducing Balance,Monthly,Quarterly,Production,False,True,16649817,42,9,Adult,A,True,1020,2026-07-02,2023-10-16,2023-11-15,2024-01-01
Female,Kaduna,ICT,CAM-100367,CUS-1367,Benjamin Murphy,"Watson, Turner and Frazier",1983-01-17,"3439 Johnson Drive Suite 305
Raymondville, NE 79752",996.221.3694x2232,jeffreycalhoun@hotmail.com,4937677,2023-12-08,19,Monthly,15.97,Flat Rate,Monthly,Quarterly,Production,False,True,9857997,27,15,Youth,A,False,570,2025-06-30,2024-01-07,2024-02-06,2024-01-01
Male,Kaduna,Agriculture,CAM-100368,CUS-1368,Gilbert Higgins,Carpenter-Mcguire,2003-11-24,"83556 Bowers Tunnel
East Courtneyview, CO 23023",294.284.1295x99044,nadams@rodriguez-hudson.com,5741218,2023-11-22,8,Quarterly,22.59,Flat Rate,Monthly,Monthly,Wholesale,False,False,66473608,74,28,Adult,C,True,240,2024-07-19,2023-12-22,2024-01-21,2024-01-01
Male,Rivers,Agriculture,CAM-100369,CUS-1369,David Thomas,Nguyen-Marquez,2003-08-08,"8131 Cook Bridge
Hesterview, MA 16426",(477)418-8373,nancy76@williams.com,5650635,2023-05-10,29,Monthly,18.51,Reducing Balance,Monthly,Quarterly,Production,False,True,31988602,52,24,Adult,B,False,870,2025-09-26,2023-06-09,2023-07-09,2024-01-01
Female,Enugu,Trade and Commerce,CAM-100370,CUS-1370,Wendy Carroll,"Alexander, Garrett and Garcia",1996-12-26,"14937 Kevin Ridges Suite 381
Johnsonmouth, MS 35608",+1-171-499-0358,andrew37@yahoo.com,5981140,2023-08-03,42,Yearly,15.94,Flat Rate,Monthly,Quarterly,Production,False,False,59472430,42,28,Adult,C,False,1260,2027-01-14,2023-09-02,2023-10-02,2024-01-01
Female,Lagos,ICT,CAM-100371,CUS-1371,Charles Mitchell,Baker-Oliver,1971-06-08,"13956 Alexis Village Apt. 814
Jamieshire, ID 75378",(190)760-9592,andrew70@carpenter.biz,7714615,2023-06-21,21,Quarterly,21.6,Flat Rate,Monthly,Quarterly,Retail,False,True,73048489,32,29,Adult,C,True,630,2025-03-12,2023-07-21,2023-08-20,2024-01-01
Female,Enugu,Health,CAM-100372,CUS-1372,Andrew Black,Martinez Group,1985-11-13,"9267 Mary Valley Suite 266
North Brittanyport, DC 06347",(991)358-9014x377,shawdavid@gmail.com,8510643,2023-09-15,57,Monthly,17.12,Reducing Balance,Quarterly,Quarterly,Services,True,False,70738482,26,3,Youth,B,False,1710,2028-05-21,2023-10-15,2023-11-14,2024-01-01
Female,Lagos,Trade and Commerce,CAM-100373,CUS-1373,Eric Kennedy,Fry Inc,1970-03-03,"40473 Evans Dale Suite 682
Walkerfort, SC 69972",4764997263,ghart@hotmail.com,5481262,2023-04-12,9,Monthly,10.82,Flat Rate,Quarterly,Monthly,Services,False,True,29355826,25,22,Adult,B,False,270,2024-01-07,2023-05-12,2023-06-11,2024-01-01
Male,Kano,Trade and Commerce,CAM-100374,CUS-1374,James Murray,"Glover, Obrien and Griffin",1988-04-11,"194 Nicholas Cliffs Suite 866
Beardburgh, MS 20810",261.249.7352x48084,patrickparker@scott.com,5025208,2023-07-28,29,Yearly,9.14,Reducing Balance,Monthly,Quarterly,Retail,True,True,80490821,75,27,Youth,A,False,870,2025-12-14,2023-08-27,2023-09-26,2024-01-01
Female,Rivers,Health,CAM-100375,CUS-1375,Jennifer Thompson,Fry-Martinez,1999-11-24,"50717 Theresa Mountains
Carrtown, AL 00545",877-317-1822x7432,xpage@barnett.com,5790717,2023-10-18,39,Yearly,8.05,Reducing Balance,Quarterly,Monthly,Retail,True,False,66526295,23,19,Adult,C,False,1170,2026-12-31,2023-11-17,2023-12-17,2024-01-01
Female,Kaduna,Agriculture,CAM-100376,CUS-1376,Dr. Elaine Tanner,Montgomery-Gregory,1993-11-14,"119 Justin Rapids
Kendrahaven, WY 64703",749-151-8661x262,brewerjesus@gmail.com,1018349,2023-12-20,35,Yearly,22.99,Flat Rate,Quarterly,Quarterly,Production,True,True,28408346,98,13,Youth,B,False,1050,2026-11-04,2024-01-19,2024-02-18,2024-01-01
Male,Oyo,Manufacturing,CAM-100377,CUS-1377,Stanley Ramos,Vasquez-Martin,1998-11-11,"9005 Duran Path
East Cherylland, NM 19936",426-744-6141x2537,john96@yahoo.com,3381990,2023-10-13,23,Quarterly,19.2,Flat Rate,Monthly,Monthly,Consulting,False,False,4568101,57,12,Youth,C,False,690,2025-09-02,2023-11-12,2023-12-12,2024-01-01
Female,Lagos,ICT,CAM-100378,CUS-1378,Judith Cervantes,Walker Group,1975-10-16,"857 Shaw Passage
New Angela, SC 86242",902-851-4936x68839,mosesfelicia@yahoo.com,1297968,2023-04-26,24,Monthly,23.75,Flat Rate,Quarterly,Monthly,Production,True,True,61686581,52,20,Youth,C,False,720,2025-04-15,2023-05-26,2023-06-25,2024-01-01
Male,Enugu,Manufacturing,CAM-100379,CUS-1379,Cameron Woods,Welch Inc,1983-10-04,"0448 Laura Way Apt. 310
North Alexander, FL 99602",(614)493-7237,robin60@gmail.com,8392861,2023-09-21,36,Yearly,17.07,Reducing Balance,Quarterly,Quarterly,Retail,False,True,98272624,87,1,Adult,B,False,1080,2026-09-05,2023-10-21,2023-11-20,2024-01-01
Female,Kaduna,Health,CAM-100380,CUS-1380,Kelly Rice,"Hoffman, Morgan and Clarke",1974-02-22,"3176 Meghan Ports Suite 913
South Tammy, ID 11057",+1-847-028-0327,browntravis@yahoo.com,8967691,2023-05-30,24,Quarterly,14.47,Flat Rate,Quarterly,Quarterly,Services,False,False,53629424,93,21,Youth,A,True,720,2025-05-19,2023-06-29,2023-07-29,2024-01-01
Female,Lagos,Trade and Commerce,CAM-100381,CUS-1381,Stanley Parrish,Hays PLC,1990-06-08,"425 Cox Haven Apt. 820
Aguirreton, ID 76422",001-636-331-3100x4500,kellywilliams@gmail.com,6711411,2023-10-27,54,Quarterly,6.19,Reducing Balance,Quarterly,Monthly,Production,True,False,65640087,31,17,Adult,C,True,1620,2028-04-03,2023-11-26,2023-12-26,2024-01-01
Female,Lagos,Trade and Commerce,CAM-100382,CUS-1382,Denise Barnes,"Hunt, Cooper and Smith",1989-02-13,"81656 Herrera Ford Suite 955
East Steve, ID 31610",806.730.3819x4206,leonardrobert@lewis-green.com,3155971,2023-02-05,51,Quarterly,18.43,Flat Rate,Quarterly,Quarterly,Consulting,False,False,29207039,64,13,Adult,B,False,1530,2027-04-15,2023-03-07,2023-04-06,2024-01-01
Male,Lagos,ICT,CAM-100383,CUS-1383,Patricia Larson,"Brown, Herrera and Hutchinson",1970-01-02,"242 Thomas Park
Garzashire, NE 18112",+1-622-696-2891x017,sellis@hotmail.com,6109125,2023-11-29,24,Yearly,16.64,Flat Rate,Quarterly,Quarterly,Production,True,True,26423854,71,1,Adult,A,False,720,2025-11-18,2023-12-29,2024-01-28,2024-01-01
Male,Oyo,Trade and Commerce,CAM-100384,CUS-1384,Matthew Torres,"Stanley, Anderson and Long",1999-03-10,"328 Dalton Canyon Suite 258
South Shannonmouth, PA 80743",+1-001-456-2038x4135,william25@weber.org,3374299,2023-10-14,27,Yearly,24.8,Flat Rate,Quarterly,Quarterly,Wholesale,True,False,96082005,33,10,Adult,C,True,810,2026-01-01,2023-11-13,2023-12-13,2024-01-01
Female,Rivers,Trade and Commerce,CAM-100385,CUS-1385,Keith Benson,Brown-Thomas,1987-02-19,"70445 Hall Terrace Apt. 079
Mathisville, DE 57122",+1-708-986-9483x9227,monicaphillips@gmail.com,7839838,2023-10-30,29,Monthly,9.78,Reducing Balance,Quarterly,Monthly,Production,False,True,45426742,85,15,Adult,B,False,870,2026-03-18,2023-11-29,2023-12-29,2024-01-01
Male,Oyo,ICT,CAM-100386,CUS-1386,Ryan Richard,Robles and Sons,2003-11-10,"65685 Michael Station Apt. 923
North Paulfort, AK 93103",001-166-786-4447x204,john27@moyer-torres.com,7830292,2023-11-07,50,Monthly,15.61,Flat Rate,Monthly,Quarterly,Retail,True,False,24224699,2,27,Youth,C,True,1500,2027-12-16,2023-12-07,2024-01-06,2024-01-01
Male,Abuja,ICT,CAM-100387,CUS-1387,Brandon Lin,"Robbins, Murphy and Hogan",1990-11-19,"0063 Casey Manor
Lake Ronaldshire, WI 65415",001-586-698-9451,robyngibson@fuentes.com,2304673,2023-07-27,17,Yearly,18.02,Flat Rate,Monthly,Quarterly,Services,True,False,49866466,18,27,Adult,B,True,510,2024-12-18,2023-08-26,2023-09-25,2024-01-01
Male,Kaduna,Health,CAM-100388,CUS-1388,Matthew Black,Morales and Sons,1980-04-06,"4579 Jennings Circles Suite 934
Clarkberg, MO 55644",(540)727-2785,ugraham@yahoo.com,3438199,2023-04-16,35,Quarterly,17.89,Reducing Balance,Quarterly,Quarterly,Services,True,False,85849789,47,7,Youth,B,True,1050,2026-03-01,2023-05-16,2023-06-15,2024-01-01
Male,Rivers,Trade and Commerce,CAM-100389,CUS-1389,Kenneth Carlson,Navarro PLC,1978-11-19,"PSC 8829, Box 1229
APO AA 37828",9041538630,martintara@hotmail.com,8094378,2023-06-07,43,Quarterly,16.23,Reducing Balance,Quarterly,Monthly,Retail,False,False,10018205,33,28,Youth,C,False,1290,2026-12-18,2023-07-07,2023-08-06,2024-01-01
Male,Rivers,Trade and Commerce,CAM-100390,CUS-1390,Laura Marquez,Wilson PLC,1970-02-05,"55115 Sanchez Haven Suite 991
South Jamesborough, IN 47856",755.457.6391,angelrogers@roberts.com,9498604,2023-05-01,58,Quarterly,20.54,Flat Rate,Monthly,Quarterly,Wholesale,True,False,6928476,98,22,Youth,C,False,1740,2028-02-04,2023-05-31,2023-06-30,2024-01-01
Male,Rivers,Health,CAM-100391,CUS-1391,Melissa Brown,Marshall-Delgado,1999-11-25,"PSC 2038, Box 4492
APO AA 67416",+1-074-196-3218x50878,vford@rose.com,5409776,2023-02-24,36,Monthly,9.1,Flat Rate,Quarterly,Monthly,Retail,False,False,5886613,84,18,Youth,B,False,1080,2026-02-08,2023-03-26,2023-04-25,2024-01-01
Female,Enugu,Agriculture,CAM-100392,CUS-1392,Ryan Burke,"Morris, Johnson and Vance",1981-08-05,"53818 Mendoza Drive
Jenniferburgh, KY 48926",671.207.0945x54931,andrewibarra@smith.com,9667121,2023-01-12,41,Quarterly,19.51,Flat Rate,Quarterly,Quarterly,Production,False,True,39564874,35,16,Youth,A,True,1230,2026-05-26,2023-02-11,2023-03-13,2024-01-01
Female,Rivers,Agriculture,CAM-100393,CUS-1393,Rose Hernandez,Cross-Erickson,1987-09-12,"907 Amanda Tunnel Apt. 892
Elizabethside, RI 99796",001-997-889-5775x42357,joseph31@hotmail.com,3803389,2023-05-25,24,Monthly,17.39,Reducing Balance,Monthly,Monthly,Retail,True,False,82143858,51,14,Youth,C,True,720,2025-05-14,2023-06-24,2023-07-24,2024-01-01
Male,Oyo,Agriculture,CAM-100394,CUS-1394,Sherry Norris,Krueger-Salas,2003-07-12,"8372 Melissa Springs
Dixonchester, IN 03979",001-178-356-1043,john55@peters.com,8525407,2023-05-16,53,Monthly,22.92,Reducing Balance,Monthly,Quarterly,Retail,True,True,77831720,18,27,Youth,B,True,1590,2027-09-22,2023-06-15,2023-07-15,2024-01-01
Female,Rivers,Health,CAM-100395,CUS-1395,Derek Davis,Hill and Sons,1989-07-31,"Unit 8503 Box 2446
DPO AE 69861",(479)127-7743x681,buchanangeorge@hotmail.com,4854385,2023-01-03,50,Quarterly,21.94,Reducing Balance,Monthly,Quarterly,Wholesale,False,False,26873513,88,28,Adult,B,False,1500,2027-02-11,2023-02-02,2023-03-04,2024-01-01
Female,Kano,Trade and Commerce,CAM-100396,CUS-1396,Gina Allison,Lee-Carney,2001-03-25,"43640 Deanna Lakes Suite 123
Ortizmouth, AR 37455",+1-158-994-9028x6543,cruzcarrie@gmail.com,9277198,2023-05-24,41,Quarterly,11.3,Reducing Balance,Quarterly,Monthly,Production,False,False,58052321,72,18,Youth,A,True,1230,2026-10-05,2023-06-23,2023-07-23,2024-01-01
Female,Kaduna,Health,CAM-100397,CUS-1397,Shane Webb,Love LLC,1975-05-15,"Unit 8593 Box 5414
DPO AA 70045",(930)487-2951x09010,melissasimmons@gmail.com,3651882,2023-01-30,35,Yearly,10.52,Flat Rate,Quarterly,Monthly,Consulting,True,False,70302366,30,27,Adult,A,True,1050,2025-12-15,2023-03-01,2023-03-31,2024-01-01
Female,Rivers,Health,CAM-100398,CUS-1398,Lee Martinez,Tucker Ltd,1972-11-17,"USS Edwards
FPO AA 10917",6334933704,williamgray@yahoo.com,3710016,2023-08-25,54,Yearly,24.63,Reducing Balance,Monthly,Monthly,Consulting,True,True,93908497,44,7,Youth,A,False,1620,2028-01-31,2023-09-24,2023-10-24,2024-01-01
Male,Kaduna,Agriculture,CAM-100399,CUS-1399,Mr. Jose Crawford PhD,Smith Group,1993-05-21,"446 French Mountain
West Emily, TX 94394",510-594-1625x0825,timbell@santiago.org,7237320,2023-10-06,38,Quarterly,15.55,Reducing Balance,Monthly,Quarterly,Services,False,True,72438646,53,17,Youth,C,True,1140,2026-11-19,2023-11-05,2023-12-05,2024-01-01
Female,Kano,Manufacturing,CAM-100400,CUS-1400,George Warren,"Beck, Howard and Carter",1977-02-07,"3361 Laura Centers Apt. 844
South Kennethside, ID 44396",024.816.4432x5854,julian56@wang.com,2889383,2023-12-14,23,Monthly,23.13,Reducing Balance,Quarterly,Quarterly,Retail,False,False,74225040,10,29,Youth,B,True,690,2025-11-03,2024-01-13,2024-02-12,2024-01-01
Female,Kano,Trade and Commerce,CAM-100401,CUS-1401,Chelsea Miller,Campbell PLC,2000-04-17,"886 Sue Motorway Apt. 827
Lake Ronaldburgh, NM 39583",001-848-411-9323,traceycarter@stanton-kelly.com,7496746,2023-04-25,57,Monthly,8.28,Flat Rate,Monthly,Quarterly,Services,False,True,11143589,87,18,Youth,B,False,1710,2027-12-30,2023-05-25,2023-06-24,2024-01-01
Male,Kaduna,Agriculture,CAM-100402,CUS-1402,Desiree Morgan,Gamble-Barron,2003-05-16,"51125 Oscar Forest Apt. 151
Robertfurt, AL 16398",(093)413-2566x487,regina42@yahoo.com,664053,2023-04-14,54,Monthly,17.86,Flat Rate,Quarterly,Quarterly,Wholesale,False,False,35935757,52,12,Adult,B,False,1620,2027-09-20,2023-05-14,2023-06-13,2024-01-01
Male,Lagos,Manufacturing,CAM-100403,CUS-1403,James Khan,Little-Townsend,1989-03-19,"488 Emily Mountain Apt. 368
Port Benjaminport, OK 25868",+1-918-644-3291x504,watsonalexandria@simpson-collins.com,6473544,2023-04-28,33,Monthly,21.2,Reducing Balance,Quarterly,Monthly,Consulting,False,False,78310998,49,8,Adult,A,True,990,2026-01-12,2023-05-28,2023-06-27,2024-01-01
Female,Abuja,Manufacturing,CAM-100404,CUS-1404,Shane Caldwell,Hoover-Kelley,1975-04-10,"01425 Ashley Lakes Suite 063
Heatherville, ME 70866",001-679-224-1486x76042,ptorres@figueroa-quinn.com,5782379,2023-01-05,52,Monthly,23.95,Reducing Balance,Monthly,Quarterly,Retail,True,True,36517976,11,22,Adult,B,False,1560,2027-04-14,2023-02-04,2023-03-06,2024-01-01
Female,Enugu,ICT,CAM-100405,CUS-1405,Hector Krause,"Gardner, Lawson and Matthews",1990-06-15,"400 Foster Ramp Apt. 793
Matachester, WY 47372",+1-773-588-4169x913,zmartinez@hotmail.com,3042637,2023-12-26,16,Yearly,11.75,Flat Rate,Monthly,Quarterly,Wholesale,False,True,4426062,66,2,Youth,C,True,480,2025-04-19,2024-01-25,2024-02-24,2024-01-01
Female,Lagos,Trade and Commerce,CAM-100406,CUS-1406,Kathleen Carter,Kerr-Edwards,1988-02-08,"55618 William Meadow
Lesliemouth, OK 18829",(113)042-7699,jgiles@smith.com,8533951,2023-09-05,59,Quarterly,19.5,Flat Rate,Quarterly,Quarterly,Wholesale,False,True,10209517,58,7,Youth,A,False,1770,2028-07-10,2023-10-05,2023-11-04,2024-01-01
Female,Lagos,Manufacturing,CAM-100407,CUS-1407,Michelle Werner,Carter-Boyd,1999-04-01,"39080 Lawson Vista
Pierceberg, TN 75724",+1-743-911-0528x08811,pricepatricia@lopez.com,8607317,2023-12-30,50,Yearly,15.78,Flat Rate,Monthly,Quarterly,Retail,True,True,43049527,90,4,Youth,A,True,1500,2028-02-07,2024-01-29,2024-02-28,2024-01-01
Female,Oyo,Agriculture,CAM-100408,CUS-1408,Amanda Miller,Mitchell Group,1989-02-18,"525 Christopher Route Suite 374
Walterborough, VT 68783",+1-394-133-8764x79582,amberdougherty@roman-butler.org,4658549,2023-11-17,38,Monthly,6.21,Flat Rate,Monthly,Quarterly,Wholesale,True,False,44548791,36,18,Adult,A,False,1140,2026-12-31,2023-12-17,2024-01-16,2024-01-01
Female,Enugu,ICT,CAM-100409,CUS-1409,Chelsey Baker,Chambers-Edwards,1982-09-06,"7747 John Flats Suite 612
New Michael, NH 97397",738-249-6915,brownjeffrey@mercer.com,5030889,2023-05-01,22,Monthly,18.8,Flat Rate,Monthly,Quarterly,Retail,False,True,12127222,33,28,Youth,A,True,660,2025-02-19,2023-05-31,2023-06-30,2024-01-01
Male,Enugu,Trade and Commerce,CAM-100410,CUS-1410,Nancy Palmer,"Osborn, Moyer and Reed",1982-03-23,"95869 Mann Gardens Apt. 483
Lake Scott, MS 93321",3587985631,webblawrence@west.info,8911039,2023-10-13,11,Monthly,18.8,Flat Rate,Monthly,Quarterly,Retail,False,True,61193912,47,6,Adult,C,False,330,2024-09-07,2023-11-12,2023-12-12,2024-01-01
Female,Lagos,Health,CAM-100411,CUS-1411,Ashlee Sellers,Vasquez-Perkins,1973-06-12,"252 Bowman Bridge Suite 948
Clarkland, KY 40214",(633)633-5218x54062,sblack@hotmail.com,9535616,2023-05-29,9,Monthly,23.61,Flat Rate,Quarterly,Monthly,Production,True,False,36512811,13,27,Adult,B,False,270,2024-02-23,2023-06-28,2023-07-28,2024-01-01
Female,Rivers,Agriculture,CAM-100412,CUS-1412,Kim Cooper,Maldonado-Mcbride,1997-04-23,"35232 Mark Trafficway
Riveraland, VT 05736",1520391665,morganamanda@clay.org,9462049,2023-03-25,25,Quarterly,14.95,Flat Rate,Quarterly,Quarterly,Services,False,True,91155041,40,9,Youth,C,False,750,2025-04-13,2023-04-24,2023-05-24,2024-01-01
